Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
3896,27781,2011/09/15,High,47,181.13,0,Regular Air,-11.39,3.69,2.5,Shahid Hopkins,Eastern Cape,Southern,Small Business,Office Supplies,Envelopes,Colored Envelopes,Small Box,0.39,2011/09/17
3956,28225,2013/01/22,Critical,9,206.04,0,Regular Air,-49.81,20.28,14.39,Khloe Miller,Eastern Cape,Southern,Corporate,Furniture,Office Furnishings,"Career Cubicle Clock, 8 1/4"", Black",Small Box,0.47,2013/01/22
3975,28389,2013/11/03,High,22,668.39,0.07,Regular Air,344.61,30.93,3.92,Mark Cousins,Eastern Cape,Southern,Home Office,Furniture,Office Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Small Pack,0.44,2013/11/04
3976,28389,2013/11/03,High,16,4657.35,0.05,Delivery Truck,322.66,297.48,18.06,Mark Cousins,Eastern Cape,Southern,Home Office,Technology,Office Machines,Panasonic KX-P3200 Dot Matrix Printer,Jumbo Drum,0.6,2013/11/04
3977,28389,2013/11/03,High,7,2097.94,0.07,Delivery Truck,-404.05,296.18,54.12,Mark Cousins,Eastern Cape,Southern,Home Office,Furniture,Tables,Hon 94000 Series Round Tables,Jumbo Box,0.76,2013/11/05
4054,28898,2013/01/28,Low,44,246,0.1,Regular Air,-207.36,5.78,7.96,Mark Cousins,Eastern Cape,Southern,Corporate,Office Supplies,Paper,Xerox 196,Small Box,0.36,2013/01/28
4056,28901,2012/06/11,High,23,871.32,0.1,Regular Air,315.16,40.99,5.86,Trudy Schmidt,Eastern Cape,Southern,Small Business,Office Supplies,Paper,Xerox 1919,Small Box,0.36,2012/06/12
4091,29185,2014/01/20,High,8,468.49,0.03,Regular Air,-6.37,56.96,13.22,Rob Dowd,Eastern Cape,Southern,Corporate,Office Supplies,Appliances,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Small Box,0.56,2014/01/21
4092,29185,2014/01/20,High,48,446.53,0.04,Express Air,-261.45,8.37,10.16,Rob Dowd,Eastern Cape,Southern,Corporate,Furniture,Office Furnishings,Westinghouse Clip-On Gooseneck Lamps,Large Box,0.59,2014/01/22
4093,29185,2014/01/20,High,5,217.85,0.02,Express Air,-25.31,40.99,17.48,Rob Dowd,Eastern Cape,Southern,Corporate,Office Supplies,Paper,Xerox 1893,Small Box,0.36,2014/01/22
4143,29408,2014/05/02,Not Specified,44,4260.73,0.07,Delivery Truck,251.58,119.99,56.14,Neil Knudson,Eastern Cape,Southern,Home Office,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Jumbo Box,0.39,2014/05/03
4219,29985,2012/07/11,Critical,22,196.75,0.03,Express Air,0.13,7.96,4.95,Khloe Miller,Eastern Cape,Southern,Corporate,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box,0.41,2012/07/12
4220,29986,2011/07/03,Critical,40,1477.39,0.03,Regular Air,641.40,37.7,2.99,Rob Dowd,Eastern Cape,Southern,Corporate,Office Supplies,Binders and Binder Accessories,Vinyl Sectional Post Binders,Small Box,0.35,2011/07/03
4237,30147,2012/06/17,Not Specified,37,740.14,0.06,Regular Air,29.73,19.98,10.49,Cathy Armstrong,Eastern Cape,Southern,Consumer,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box,0.49,2012/06/19
4238,30149,2014/12/12,Medium,8,16.47,0.1,Regular Air,-6.82,2.08,1.49,Mark Cousins,Eastern Cape,Southern,Corporate,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,0.38,2014/12/13
4239,30149,2014/12/12,Medium,5,173.62,0.09,Delivery Truck,-88.64,33.94,19.19,Mark Cousins,Eastern Cape,Southern,Corporate,Furniture,Chairs & Chairmats,"Metal Folding Chairs, Beige, 4/Carton",Jumbo Drum,0.58,2014/12/14
4240,30149,2014/12/12,Medium,50,690.97,0.03,Regular Air,-16.94,13.79,8.78,Mark Cousins,Eastern Cape,Southern,Corporate,Furniture,Office Furnishings,9-3/4 Diameter Round Wall Clock,Small Box,0.43,2014/12/15
4257,30310,2012/04/26,Medium,21,2024.0285,0.1,Regular Air,4.90,125.99,8.8,Thomas Brumley,Eastern Cape,Southern,Consumer,Technology,Telephones and Communication,StarTAC 6500,Small Box,0.59,2012/04/28
4407,31426,2013/08/05,Low,40,4054.058,0.09,Regular Air,914.19,125.99,2.5,Greg Maxwell,Eastern Cape,Southern,Home Office,Technology,Telephones and Communication,i2000,Small Box,0.6,2013/08/09
4471,31872,2014/09/06,Low,34,2833.19,0.06,Express Air,1409.87,83.98,5.01,Vicky Freymann,Eastern Cape,Southern,Home Office,Office Supplies,Envelopes,Ames Color-File® Green Diamond Border X-ray Mailers,Small Box,0.38,2014/09/10
4472,31872,2014/09/06,Low,30,4452.65,0.09,Delivery Truck,-265.12,159.31,60,Vicky Freymann,Eastern Cape,Southern,Home Office,Furniture,Tables,Hon Non-Folding Utility Tables,Jumbo Drum,0.55,2014/09/10
4477,31874,2012/09/15,High,29,321.95,0.03,Express Air,20.76,10.98,3.37,Shahid Shariari,Eastern Cape,Southern,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Small Pack,0.57,2012/09/15
4478,31874,2012/09/15,High,39,13244.04,0.05,Delivery Truck,275.93,348.21,84.84,Shahid Shariari,Eastern Cape,Southern,Corporate,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Jumbo Box,0.66,2012/09/15
4485,31938,2011/07/27,Medium,13,1193.62,0.08,Delivery Truck,-304.47,89.99,42,Shahid Shariari,Eastern Cape,Southern,Consumer,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,0.66,2011/07/28
4486,31938,2011/07/27,Medium,47,363.23,0.05,Regular Air,40.58,7.59,4,Shahid Shariari,Eastern Cape,Southern,Consumer,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,2011/07/29
4576,32582,2013/06/25,Not Specified,27,2780.88,0.07,Express Air,595.38,105.34,24.49,Tony Chapman,Eastern Cape,Southern,Consumer,Furniture,Office Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Large Box,0.61,2013/06/26
4580,32611,2013/08/27,Medium,16,33.76,0.04,Regular Air,-7.15,2.08,1.49,Neil Knudson,Eastern Cape,Southern,Corporate,Office Supplies,Binders and Binder Accessories,Economy Binders,Small Box,0.36,2013/08/29
4581,32611,2013/08/27,Medium,19,3537.39,0,Delivery Truck,232.78,180.98,30,Neil Knudson,Eastern Cape,Southern,Corporate,Furniture,Chairs & Chairmats,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.69,2013/08/28
4582,32611,2013/08/27,Medium,18,986.24,0.02,Express Air,68.90,53.98,5.5,Neil Knudson,Eastern Cape,Southern,Corporate,Technology,Computer Peripherals,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Small Box,0.62,2013/08/28
4583,32611,2013/08/27,Medium,15,81.66,0.05,Regular Air,-31.99,4.98,5.02,Neil Knudson,Eastern Cape,Southern,Corporate,Office Supplies,Paper,Xerox 1989,Small Box,0.38,2013/08/27
4620,32901,2014/06/10,Critical,13,49.74,0,Regular Air,17.70,3.75,0.5,Neil Knudson,Eastern Cape,Southern,Corporate,Office Supplies,Labels,Avery 496,Small Box,0.37,2014/06/11
4678,33284,2012/03/31,Low,21,480.39,0.01,Regular Air,144.66,22.23,8.99,Lela Donovan,Eastern Cape,Southern,Corporate,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Small Pack,0.41,2012/04/02
4680,33287,2014/03/22,Critical,44,11904.55,0,Delivery Truck,3909.33,270.97,28.06,Mike Vittorini,Eastern Cape,Southern,Small Business,Technology,Office Machines,Epson LQ-570e Dot Matrix Printer,Jumbo Drum,0.56,2014/03/25
4745,33732,2013/08/28,Not Specified,33,332.95,0.05,Regular Air,-28.16,9.65,6.22,Heather Jas,Eastern Cape,Southern,Corporate,Furniture,Office Furnishings,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Small Box,0.55,2013/08/29
4843,34435,2013/08/05,Low,42,447.36,0.01,Regular Air,40.92,10.48,2.89,Justin Hirsh,Eastern Cape,Southern,Consumer,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,Small Pack,0.6,2013/08/07
4899,34852,2012/09/05,Low,26,53.93,0.04,Regular Air,-10.95,2.08,1.49,Rob Dowd,Eastern Cape,Southern,Corporate,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,0.38,2012/09/09
5001,35649,2011/10/09,Medium,9,43.26,0.1,Regular Air,3.90,4.82,1.49,Justin Hirsh,Eastern Cape,Southern,Consumer,Office Supplies,Binders and Binder Accessories,Tuff Stuff™ Recycled Round Ring Binders,Small Box,0.36,2011/10/11
5002,35649,2011/10/09,Medium,25,174.03,0.02,Regular Air,-42.37,6.48,5.74,Justin Hirsh,Eastern Cape,Southern,Consumer,Office Supplies,Paper,Xerox 1994,Small Box,0.37,2011/10/11
5121,36480,2014/08/22,Medium,44,1190.8,0.07,Regular Air,502.49,28.53,1.49,Lela Donovan,Eastern Cape,Southern,Corporate,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,2014/08/23
5171,36803,2012/08/04,Not Specified,42,121.65,0.05,Regular Air,30.76,2.88,0.99,Ralph Kennedy,Eastern Cape,Southern,Corporate,Office Supplies,Labels,Avery 514,Small Box,0.36,2012/08/06
5172,36803,2012/08/04,Not Specified,2,19.02,0.05,Express Air,10.73,2.08,5.33,Ralph Kennedy,Eastern Cape,Southern,Corporate,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Small Box,0.43,2012/08/06
5173,36803,2012/08/04,Not Specified,2,103.105,0.09,Regular Air,-316.32,65.99,2.5,Ralph Kennedy,Eastern Cape,Southern,Corporate,Technology,Telephones and Communication,V8160,Small Box,0.56,2012/08/06
5174,36805,2014/12/14,Medium,7,263.8,0,Regular Air,165.33,34.23,5.02,Shahid Shariari,Eastern Cape,Southern,Corporate,Furniture,Office Furnishings,Hand-Finished Solid Wood Document Frame,Small Box,0.55,2014/12/16
5175,36805,2014/12/14,Medium,28,1546.3965,0.07,Express Air,226.72,65.99,5.26,Shahid Shariari,Eastern Cape,Southern,Corporate,Technology,Telephones and Communication,g520,Small Box,0.59,2014/12/16
5180,36834,2013/12/24,Low,11,1935.1,0.01,Delivery Truck,-42.96,170.98,35.89,Rob Dowd,Eastern Cape,Southern,Corporate,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Jumbo Box,0.66,2013/12/26
5255,37410,2014/10/12,Medium,45,18775.76,0.03,Delivery Truck,8504.47,400.97,48.26,Chuck Clark,Eastern Cape,Southern,Corporate,Technology,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Jumbo Box,0.36,2014/10/14
5297,37729,2013/01/15,Not Specified,48,447.89,0,Regular Air,-26.78,8.6,6.19,Giulietta Weimer,Eastern Cape,Southern,Corporate,Office Supplies,Binders and Binder Accessories,Avery Printable Repositionable Plastic Tabs,Small Box,0.38,2013/01/15
5346,37988,2014/03/05,Not Specified,12,189.19,0.08,Regular Air,-56.71,16.06,8.34,Khloe Miller,Eastern Cape,Southern,Home Office,Office Supplies,Storage & Organization,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Small Box,0.59,2014/03/05
5449,38690,2012/01/20,Low,28,697.5,0.02,Regular Air,169.89,23.99,6.3,Shahid Shariari,Eastern Cape,Southern,Corporate,Technology,Office Machines,TI 36X Solar Scientific Calculator,Medium Box,0.38,2012/01/24
5457,38758,2011/09/24,Not Specified,7,497.2,0,Regular Air,-219.61,60.98,49,Justin Hirsh,Eastern Cape,Southern,Consumer,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Large Box,0.59,2011/09/26
5554,39332,2011/10/09,Critical,4,198.72,0.01,Express Air,-34.43,40.97,14.45,Khloe Miller,Eastern Cape,Southern,Consumer,Furniture,Office Furnishings,Dana Halogen Swing-Arm Architect Lamp,Large Box,0.57,2011/10/10
5608,39745,2013/01/04,Not Specified,8,955.29,0.05,Delivery Truck,-286.20,115.99,56.14,Ralph Kennedy,Eastern Cape,Southern,Corporate,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Jumbo Drum,0.4,2013/01/05
5678,40134,2011/10/09,Low,10,109.37,0.1,Regular Air,-21.66,10.89,4.5,Shahid Hopkins,Eastern Cape,Southern,Small Business,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,2011/10/16
5679,40134,2011/10/09,Low,43,1461.1,0.01,Regular Air,674.46,31.78,1.99,Shahid Hopkins,Eastern Cape,Southern,Small Business,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42,2011/10/13
5680,40134,2011/10/09,Low,1,9.75,0,Regular Air,-6.72,4.98,4.72,Shahid Hopkins,Eastern Cape,Southern,Small Business,Office Supplies,Paper,Xerox 1949,Small Box,0.36,2011/10/14
5683,40164,2014/04/10,Not Specified,8,184.07,0.04,Regular Air,75.63,22.98,7.58,Chuck Clark,Eastern Cape,Southern,Corporate,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,2014/04/12
5723,40608,2012/08/19,Not Specified,29,573.97,0.05,Regular Air,55.82,18.97,9.54,Bill Eplett,Eastern Cape,Southern,Corporate,Office Supplies,Paper,Xerox 1939,Small Box,0.37,2012/08/21
5724,40608,2012/08/19,Not Specified,39,223.79,0.01,Regular Air,-89.88,5.28,5.66,Bill Eplett,Eastern Cape,Southern,Corporate,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Small Box,0.4,2012/08/20
5742,40801,2012/07/01,Not Specified,20,129.16,0.07,Regular Air,-56.15,6.48,6.22,Sarah Bern,Eastern Cape,Southern,Corporate,Office Supplies,Paper,Xerox 1894,Small Box,0.37,2012/07/01
5775,40965,2013/11/20,Medium,29,843.55,0.08,Regular Air,168.76,30.98,8.74,Mark Cousins,Eastern Cape,Southern,Corporate,Office Supplies,Paper,Xerox 1979,Small Box,0.4,2013/11/21
5820,41286,2012/09/16,Medium,40,260.96,0.09,Regular Air,-96.70,6.48,6.22,Lena Hernandez,Eastern Cape,Southern,Home Office,Office Supplies,Paper,Xerox 1894,Small Box,0.37,2012/09/17
5836,41412,2013/09/17,Not Specified,47,263.81,0.03,Regular Air,-237.54,5.4,7.78,Shahid Shariari,Eastern Cape,Southern,Consumer,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,Small Box,0.37,2013/09/19
5856,41569,2014/07/21,Critical,16,60.76,0.03,Regular Air,5.25,3.7,1.61,Khloe Miller,Eastern Cape,Southern,Corporate,Furniture,Office Furnishings,3M Hangers With Command Adhesive,Wrap Bag,0.44,2014/07/23
5866,41633,2014/11/09,Low,29,3636.91,0,Delivery Truck,-1284.24,122.99,70.2,Bill Eplett,Eastern Cape,Southern,Corporate,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,2014/11/09
5910,41895,2014/06/10,Critical,8,27663.92,0.05,Regular Air,-391.92,3499.99,24.49,Tony Chapman,Eastern Cape,Southern,Consumer,Technology,Copiers and Fax,Canon imageCLASS 2200 Advanced Copier,Large Box,0.37,2014/06/12
5936,42112,2014/12/24,Not Specified,16,2744.361,0.01,Regular Air,201.03,195.99,8.99,Bill Eplett,Eastern Cape,Southern,Corporate,Technology,Telephones and Communication,T28 WORLD,Small Box,0.6,2014/12/26
5942,42177,2012/05/30,Not Specified,49,1201.934,0.03,Regular Air,47.42,28.99,8.59,Shahid Hopkins,Eastern Cape,Southern,Small Business,Technology,Telephones and Communication,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Medium Box,0.56,2012/05/31
5943,42177,2012/05/30,Not Specified,38,395.84,0,Regular Air,8.42,9.77,6.02,Shahid Hopkins,Eastern Cape,Southern,Small Business,Furniture,Office Furnishings,DAX Solid Wood Frames,Medium Box,0.48,2012/06/02
5969,42339,2013/02/12,Critical,31,206.54,0.02,Regular Air,-178.82,6.48,9.68,Cathy Armstrong,Eastern Cape,Southern,Consumer,Office Supplies,Paper,Xerox 1993,Small Box,0.36,2013/02/12
5971,42342,2013/09/04,Not Specified,25,318.14,0.01,Regular Air,49.67,12.28,5.09,Bill Eplett,Eastern Cape,Southern,Corporate,Office Supplies,Paper,Xerox 1907,Small Box,0.38,2013/09/05
6061,42947,2014/08/26,Low,5,177.05,0,Regular Air,-50.67,35.41,1.99,Patrick O'Brill,Eastern Cape,Southern,Home Office,Technology,Computer Peripherals,Imation DVD-RAM discs,Small Pack,0.43,2014/08/28
6080,43079,2013/07/21,Medium,40,1184.03,0.04,Regular Air,-20.79,30.73,4,Giulietta Weimer,Eastern Cape,Southern,Home Office,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,2013/07/22
6087,43111,2011/09/12,High,27,4722.83,0.01,Regular Air,1749.78,165.98,19.99,Sally Knutson,Eastern Cape,Southern,Consumer,Office Supplies,Binders and Binder Accessories,GBC DocuBind P100 Manual Binding Machine,Small Box,0.4,2011/09/13
6091,43140,2013/03/18,Critical,23,130.16,0.1,Regular Air,-49.53,5.98,5.14,Marc Harrigan,Eastern Cape,Southern,Home Office,Office Supplies,Paper,Xerox 1974,Small Box,0.36,2013/03/20
6228,44098,2014/01/27,Low,1,5.06,0.01,Regular Air,-2.64,3.14,1.92,John Grady,Eastern Cape,Southern,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,2014/01/31
6282,44451,2011/09/11,Critical,4,103.9,0.07,Express Air,-19.26,22.98,7.58,Khloe Miller,Limpopo,Northern,Home Office,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,2011/09/13
6354,45059,2014/01/03,Not Specified,35,1327.59,0.05,Express Air,371.28,37.74,2.9,Tony Chapman,Limpopo,Northern,Consumer,Office Supplies,Pens & Art Supplies,Panasonic KP-150 Electric Pencil Sharpener,Small Pack,0.59,2014/01/04
6355,45059,2014/01/03,Not Specified,39,3401.8,0.09,Express Air,-508.87,95.43,19.99,Tony Chapman,Limpopo,Northern,Consumer,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Small Box,0.79,2014/01/05
6362,45155,2014/01/15,Low,44,181.61,0.03,Regular Air,-150.26,4.13,5.34,Ralph Kennedy,Limpopo,Northern,Corporate,Office Supplies,Binders and Binder Accessories,ACCOHIDE® Binder by Acco,Small Box,0.38,2014/01/22
6363,45155,2014/01/15,Low,35,111.55,0.05,Regular Air,-54.25,3.14,1.92,Ralph Kennedy,Limpopo,Northern,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,2014/01/15
6380,45317,2012/03/01,Low,36,1435.95,0.05,Regular Air,486.90,39.24,1.99,Trudy Schmidt,Limpopo,Northern,Small Business,Technology,Computer Peripherals,Verbatim DVD-R 4.7GB authoring disc,Small Pack,0.51,2012/03/08
6381,45317,2012/03/01,Low,28,961.06,0.05,Regular Air,361.82,34.23,5.02,Trudy Schmidt,Limpopo,Northern,Small Business,Furniture,Office Furnishings,Hand-Finished Solid Wood Document Frame,Small Box,0.55,2012/03/08
6432,45731,2013/08/10,Critical,19,146.63,0.01,Express Air,-30.06,6.48,6.22,Gene Hale,Limpopo,Northern,Consumer,Office Supplies,Paper,Xerox 1894,Small Box,0.37,2013/08/11
6433,45731,2013/08/10,Critical,35,2506.2675,0.03,Regular Air,1160.58,85.99,3.3,Gene Hale,Limpopo,Northern,Consumer,Technology,Telephones and Communication,Accessory20,Small Pack,0.37,2013/08/12
6578,46849,2014/12/13,Not Specified,23,188.54,0.09,Regular Air,9.82,8.33,1.99,Sarah Bern,Limpopo,Northern,Corporate,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,0.52,2014/12/14
6621,47108,2013/10/15,Not Specified,19,359.68,0.07,Regular Air,187.15,18.65,3.77,Justin Hirsh,Limpopo,Northern,Consumer,Furniture,Office Furnishings,3M Polarizing Light Filter Sleeves,Small Pack,0.39,2013/10/16
6622,47108,2013/10/15,Not Specified,7,131.55,0.06,Regular Air,-43.74,17.98,8.51,Justin Hirsh,Limpopo,Northern,Consumer,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Medium Box,0.4,2013/10/17
6623,47108,2013/10/15,Not Specified,26,258.11,0.1,Express Air,9.95,9.99,4.78,Justin Hirsh,Limpopo,Northern,Consumer,Office Supplies,Paper,Xerox 1896,Small Box,0.4,2013/10/18
6624,47108,2013/10/15,Not Specified,9,1288.515,0.08,Express Air,-382.57,175.99,8.99,Justin Hirsh,Limpopo,Northern,Consumer,Technology,Telephones and Communication,2180,Small Box,0.57,2013/10/16
6676,47520,2013/10/07,Not Specified,36,277.88,0.09,Regular Air,-64.41,7.68,6.16,Liz Price,Limpopo,Northern,Consumer,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Strips,Small Box,0.35,2013/10/09
6677,47520,2013/10/07,Not Specified,13,3939.89,0.05,Delivery Truck,598.24,291.73,48.8,Liz Price,Limpopo,Northern,Consumer,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Jumbo Drum,0.56,2013/10/09
6678,47520,2013/10/07,Not Specified,47,925.3,0.04,Regular Air,257.31,19.98,5.77,Liz Price,Limpopo,Northern,Consumer,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box,0.38,2013/10/09
6683,47527,2014/09/17,Medium,48,12072.9,0.04,Delivery Truck,3064.51,243.98,43.32,Greg Maxwell,Limpopo,Northern,Home Office,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,0.55,2014/09/18
6699,47713,2013/07/03,High,34,3419.1505,0,Regular Air,858.58,115.99,5.92,Marc Harrigan,Limpopo,Northern,Home Office,Technology,Telephones and Communication,8890,Small Box,0.58,2013/07/03
6707,47750,2014/06/15,Low,1,195.04,0.08,Regular Air,-149.41,167.27,35,Sally Knutson,Limpopo,Northern,Corporate,Office Supplies,Storage & Organization,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Large Box,0.85,2014/06/15
6797,48452,2014/10/09,High,32,1859.01,0.09,Delivery Truck,-588.90,60.98,30,Giulietta Weimer,Limpopo,Northern,Corporate,Furniture,Chairs & Chairmats,Novimex Fabric Task Chair,Jumbo Drum,0.7,2014/10/11
6798,48452,2014/10/09,High,19,1781.11,0.1,Regular Air,51.44,99.99,19.99,Giulietta Weimer,Limpopo,Northern,Corporate,Technology,Computer Peripherals,U.S. Robotics 56K Internet Call Modem,Small Box,0.5,2014/10/09
6799,48452,2014/10/09,High,44,185.32,0.03,Regular Air,-192.56,4.18,6.92,Giulietta Weimer,Limpopo,Northern,Corporate,Furniture,Office Furnishings,"Eldon® Image Series Desk Accessories, Burgundy",Small Box,0.49,2014/10/10
6800,48452,2014/10/09,High,15,73.41,0.08,Regular Air,-44.79,4.91,4.97,Giulietta Weimer,Limpopo,Northern,Corporate,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,0.38,2014/10/11
6801,48452,2014/10/09,High,28,43.66,0.04,Regular Air,5.77,1.48,0.7,Giulietta Weimer,Limpopo,Northern,Corporate,Office Supplies,Rubber Bands,Binder Clips by OIC,Wrap Bag,0.37,2014/10/11
6885,49088,2013/09/23,Critical,16,130.11,0.03,Regular Air,-47.69,8.12,2.83,Kristina Nunn,Limpopo,Northern,Consumer,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.77,2013/09/24
6886,49088,2013/09/23,Critical,15,4012.58,0.05,Express Air,-425.14,279.48,35,Kristina Nunn,Limpopo,Northern,Consumer,Office Supplies,Storage & Organization,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Large Box,0.8,2013/09/24
6887,49088,2013/09/23,Critical,31,1295.54,0.06,Regular Air,214.23,40.99,17.48,Kristina Nunn,Limpopo,Northern,Consumer,Office Supplies,Paper,Xerox 1893,Small Box,0.36,2013/09/25
6906,49223,2011/10/02,Medium,24,238.25,0.05,Regular Air,-83.55,9.38,7.28,Chuck Clark,Limpopo,Northern,Corporate,Office Supplies,Storage & Organization,Staples File Caddy,Small Box,0.57,2011/10/02
6947,49634,2012/03/23,Not Specified,39,403.73,0.06,Regular Air,-44.13,10.89,4.5,Sally Knutson,Limpopo,Northern,Consumer,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,2012/03/24
6948,49634,2012/03/23,Not Specified,3,86.85,0.05,Regular Air,-67.22,28.48,1.99,Sally Knutson,Limpopo,Northern,Consumer,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,2012/03/25
6999,49987,2014/06/19,High,15,1795.49,0.05,Delivery Truck,-626.04,114.98,58.72,Tanja Norvell,Limpopo,Northern,Consumer,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Jumbo Box,0.76,2014/06/22
7000,49987,2014/06/19,High,4,926.58,0.03,Delivery Truck,-226.51,212.6,52.2,Tanja Norvell,Limpopo,Northern,Consumer,Furniture,Tables,Bush Advantage Collection® Round Conference Table,Jumbo Box,0.64,2014/06/22
7032,50208,2014/06/22,Medium,4,38.76,0.1,Express Air,-12.13,6.23,6.97,Sarah Bern,Limpopo,Northern,Corporate,Office Supplies,Binders and Binder Accessories,Avery Hole Reinforcements,Small Box,0.36,2014/06/23
7057,50338,2013/03/23,Not Specified,36,551.44,0,Regular Air,28.70,13.99,7.51,Liz Price,Limpopo,Northern,Corporate,Technology,Office Machines,Sharp EL500L Fraction Calculator,Medium Box,0.39,2013/03/25
7138,50945,2014/06/07,Critical,27,834.0625,0.01,Regular Air,192.29,35.99,1.25,Vicky Freymann,Limpopo,Northern,Home Office,Technology,Telephones and Communication,Accessory13,Small Pack,0.57,2014/06/09
7210,51462,2013/02/22,Medium,15,417.88,0.08,Express Air,-13.95,28.15,8.99,Philisse Overcash,Limpopo,Northern,Small Business,Office Supplies,Pens & Art Supplies,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Small Pack,0.57,2013/02/24
7218,51494,2011/08/03,Critical,42,493.56,0.06,Regular Air,12.73,11.99,5.99,Justin Hirsh,Limpopo,Northern,Consumer,Technology,Office Machines,TI 30X Scientific Calculator,Medium Box,0.36,2011/08/05
7221,51525,2011/11/07,Critical,18,360.24,0.04,Express Air,-36.24,19.98,4,Patrick O'Brill,Limpopo,Northern,Home Office,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard,Small Box,0.68,2011/11/09
7222,51525,2011/11/07,Critical,46,1463.27,0.09,Regular Air,104.22,34.76,8.22,Patrick O'Brill,Limpopo,Northern,Home Office,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,2011/11/09
